Simulation Frame;Azenha;Bom Fim;Centro;Cidade Baixa;Farroupilha;Floresta;Independência;Menino Deus;Moinhos de Vento;Praia de Belas;Rio Branco;Santa Cecília;Santana
43;39;32;79;56;1;50;45;79;73;17;75;59;73
44;1;11;29;14;27;14;24;62;25;37;47;41;66
45;4;7;52;27;27;26;1;53;21;16;47;38;58
46;19;17;48;25;24;21;23;40;27;24;34;22;30
47;1;1;1;1;1;1;1;1;1;1;1;1;1
48;14;14;25;14;25;14;27;27;27;18;27;27;27
49;20;22;27;21;16;19;29;25;26;18;31;31;33
50;15;19;23;22;14;21;21;20;18;17;21;20;19
51;17;10;27;19;14;23;16;23;19;17;17;15;18
52;20;15;35;18;2;20;19;46;41;39;47;40;56
53;26;20;37;23;3;21;24;49;46;41;48;42;59
54;20;18;36;21;10;20;22;38;32;28;38;30;36
55;50;36;86;44;13;37;50;66;56;44;53;37;52
56;46;40;79;49;13;42;42;71;55;43;65;55;68
57;55;49;79;61;13;47;51;77;48;36;65;57;73
58;55;40;92;55;1;42;49;74;53;40;69;45;71
59;59;45;91;61;1;48;42;78;57;42;72;51;69
60;39;31;90;40;13;36;38;74;46;42;64;44;74
61;43;39;92;64;5;56;39;77;61;38;74;48;75
62;45;36;90;49;1;41;39;79;53;37;74;42;76
63;48;44;92;65;1;56;39;79;73;14;75;53;78
64;30;39;91;66;1;49;28;78;40;27;78;60;79
65;14;28;74;53;1;50;34;66;63;14;66;61;79
66;14;14;70;37;1;27;23;79;29;29;78;29;79
67;38;32;79;61;1;50;47;78;71;9;74;58;75
68;2;11;32;14;27;14;25;64;25;38;45;41;66
69;5;6;53;28;27;24;1;52;19;16;49;36;62
70;20;17;49;29;26;24;24;38;28;28;30;20;33
71;1;1;1;1;1;1;1;1;1;1;1;1;1
72;14;14;25;14;26;14;27;27;27;17;27;27;27
73;20;23;27;21;17;18;29;25;27;17;31;31;34
74;16;20;24;22;14;21;20;21;18;16;21;20;19
75;17;10;27;17;14;22;17;24;18;17;17;15;18
76;19;14;37;20;2;19;21;45;41;39;46;40;54
77;27;22;38;22;3;19;25;46;45;41;49;42;58
78;21;19;38;21;11;20;23;41;34;27;38;32;35
79;49;37;89;46;13;38;49;66;55;43;54;39;52
80;46;45;78;48;13;42;40;72;53;47;64;52;72
81;54;52;79;59;13;47;48;77;50;36;65;56;72
82;53;39;92;56;1;41;50;77;58;39;71;45;71
83;58;46;90;60;1;48;44;78;61;40;69;45;71
84;37;29;88;44;13;36;39;73;52;43;65;44;70
85;43;39;92;64;7;53;41;78;64;37;75;49;76
86;47;36;92;53;1;40;39;79;60;38;74;41;76
87;50;46;92;66;1;56;39;79;70;14;76;56;78
88;32;39;91;61;1;51;33;78;46;27;78;61;78
89;14;29;75;53;1;52;36;66;62;14;66;60;78
90;14;14;71;31;1;27;24;79;27;27;77;29;79
91;39;32;79;62;1;50;43;79;65;10;76;59;74
92;1;10;31;14;27;14;24;64;27;39;41;37;66
93;5;7;50;29;27;25;7;53;20;17;46;35;57
94;21;14;51;25;30;22;26;40;26;26;29;21;32
95;1;1;1;1;1;1;1;1;1;1;1;1;1
96;14;14;25;14;26;14;27;27;27;18;27;27;27
97;19;22;27;20;17;18;29;24;27;18;31;31;33
98;16;19;24;21;14;20;20;21;18;17;21;20;19
99;17;10;27;21;14;22;16;23;18;17;17;15;18
100;21;14;35;20;2;19;19;44;40;36;45;39;55
101;27;21;39;22;3;20;25;47;45;39;49;41;60
102;21;18;35;22;9;19;24;42;33;28;39;31;36
103;49;36;89;43;13;39;51;68;55;42;55;39;51
104;45;45;79;49;13;42;39;72;54;52;67;54;70
105;52;52;79;57;13;49;52;78;49;37;65;57;73
106;53;40;92;58;1;42;49;74;57;39;70;42;71
107;58;44;90;61;1;50;42;77;62;40;69;49;68
108;37;31;89;44;13;33;39;73;44;43;68;44;75
109;43;40;92;65;6;56;41;77;60;38;74;52;77
110;47;36;91;48;1;45;39;79;55;37;75;40;76
111;48;45;92;66;1;55;39;79;68;14;76;58;78
112;32;40;90;64;1;55;32;78;43;27;78;61;79
113;14;30;73;53;1;49;35;66;62;14;66;61;79
114;14;14;68;35;1;27;22;79;29;27;78;27;79
115;40;29;79;62;1;47;42;79;71;8;75;60;75
116;1;12;29;14;27;14;24;61;26;39;53;38;66
117;5;8;52;28;27;26;3;53;22;16;43;36;54
118;20;15;50;27;28;22;23;43;29;28;33;20;31
119;1;1;1;1;1;1;1;1;1;1;1;1;1
